name,rel_date,genres,rating,movie_rated,run_length
Empire Records,1995-10-20,Comedy; Drama; Music; ,6.7,PG-13,1h 30min
Departures,2009-06-19,Drama; Music; ,8.1,PG-13,2h 10min
Flashdance,1983-04-15,Drama; Music; Romance; ,6.2,R,1h 35min
The Runaways,2010-04-08,Biography; Drama; Music; ,6.5,R,1h 46min
"The Adventures of Priscilla, Queen of the Desert",1994-08-10,Comedy; Music; ,7.4,R,1h 44min
Footloose,2011-10-14,Comedy; Drama; Music; ,5.9,PG-13,1h 53min
Climax,2018-09-19,Drama; Horror; Music; ,7.1,R,1h 37min
Honey,2003-12-05,Drama; Music; Romance; ,5.4,PG-13,1h 34min
Shall We Dance,2004-10-15,Comedy; Drama; Music; ,6.1,PG-13,1h 46min
Rab Ne Bana Di Jodi,2008-12-12,Comedy; Drama; Music; ,7.2,Not Rated,2h 47min
Rock Star,2001-09-07,Drama; Music; ,6.3,R,1h 45min
The Double Life of Véronique,1991-11-22,Drama; Fantasy; Music; ,7.8,R,1h 38min
Behind The Candelabra,2013-06-07,Biography; Drama; Music; ,7.0,TV-MA,1h 58min
A Hard Day's Night,1964-07-07,Comedy; Music; ,7.6,G,1h 27min
Hustle & Flow,2005-07-22,Crime; Drama; Music; ,7.3,R,1h 56min
Rockstar,2011-11-11,Drama; Music; ,7.7,Not Rated,2h 39min
Eurovision Song Contest: The Story of Fire Saga,2020-06-26,Comedy; Music; ,6.6,PG-13,2h 3min
The Rocker,2008-08-20,Comedy; Music; ,6.2,PG-13,1h 42min
Love & Mercy,2015-06-19,Biography; Drama; Music; ,7.4,PG-13,2h 1min
Mr. Holland's Opus,1996-01-19,Drama; Music; ,7.3,PG,2h 23min
Detroit Rock City,1999-08-13,Comedy; Music; ,6.9,R,1h 35min
Velvet Goldmine,1998-10-23,Drama; Music; ,7.0,R,1h 58min
Happy New Year,2014-10-24,Action; Comedy; Music; ,5.0,Not Rated,3h
Spice World,1998-01-23,Comedy; Music; ,3.5,PG,1h 33min
Captain Corelli's Mandolin,2001-08-17,Drama; Music; Romance; ,5.9,R,2h 11min
Jersey Boys,2014-06-20,Biography; Drama; Music; ,6.8,R,2h 14min
Sweet and Lowdown,2000-03-10,Comedy; Drama; Music; ,7.2,PG-13,1h 35min
The Commitments,1991-09-13,Comedy; Drama; Music; ,7.6,R,1h 58min
Hedwig and the Angry Inch,2001-08-31,Comedy; Drama; Music; ,7.7,R,1h 35min
The Red Violin,1999-06-11,Drama; Music; Mystery; ,7.6,R,2h 10min
54,1998-08-28,Drama; Music; ,5.9,R,1h 33min
The Prestige,2006-10-20,Drama; Mystery; Sci-Fi; ,8.5,PG-13,2h 10min
Memento,2001-05-25,Mystery; Thriller; ,8.4,R,1h 53min
Shutter Island,2010-02-19,Mystery; Thriller; ,8.1,R,2h 18min
The Usual Suspects,1995-08-16,Crime; Mystery; Thriller; ,8.5,R,1h 46min
The Sixth Sense,1999-08-06,Drama; Mystery; Thriller; ,8.1,PG-13,1h 47min
Donnie Darko,2002-01-30,Drama; Mystery; Sci-Fi; ,8.0,R,1h 53min
The Hunger Games: Catching Fire,2013-11-22,Action; Adventure; Mystery; ,7.5,PG-13,2h 26min
The Bourne Ultimatum,2007-08-03,Action; Mystery; Thriller; ,8.0,PG-13,1h 55min
Now You See Me,2013-05-31,Crime; Mystery; Thriller; ,7.3,PG-13,1h 55min
Prisoners,2013-09-20,Crime; Drama; Mystery; ,8.1,R,2h 33min
12 Monkeys,1996-01-05,Mystery; Sci-Fi; Thriller; ,8.0,R,2h 9min
Prometheus,2012-06-08,Adventure; Mystery; Sci-Fi; ,7.0,R,2h 4min
Minority Report,2002-06-21,Action; Crime; Mystery; ,7.6,PG-13,2h 25min
The Hateful Eight,2015-12-30,Crime; Drama; Mystery; ,7.8,R,2h 48min
Source Code,2011-04-01,Action; Drama; Mystery; ,7.5,PG-13,1h 33min
Ex Machina,2015-04-24,Drama; Mystery; Sci-Fi; ,7.7,R,1h 48min
Hot Fuzz,2007-04-20,Action; Comedy; Mystery; ,7.8,R,2h 1min
Zodiac,2007-03-02,Crime; Drama; Mystery; ,7.7,R,2h 37min
Blade Runner 2049,2017-10-06,Action; Drama; Mystery; ,8.0,R,2h 44min
Rear Window,1954-09-01,Mystery; Thriller; ,8.4,PG,1h 52min
The Conjuring,2013-07-19,Horror; Mystery; Thriller; ,7.5,R,1h 52min
The Bourne Supremacy,2004-07-23,Action; Mystery; Thriller; ,7.7,PG-13,1h 48min
Divergent,2014-03-21,Action; Adventure; Mystery; ,6.7,PG-13,2h 19min
Sherlock Holmes: A Game of Shadows,2011-12-16,Action; Adventure; Mystery; ,7.5,PG-13,2h 9min
Mystic River,2003-10-15,Crime; Drama; Mystery; ,7.9,R,2h 18min
The Maze Runner,2014-09-19,Action; Mystery; Sci-Fi; ,6.8,PG-13,1h 53min
The Da Vinci Code,2006-05-19,Mystery; Thriller; ,6.6,PG-13,2h 29min
Citizen Kane,1941-09-05,Drama; Mystery; ,8.3,PG,1h 59min
Unbreakable,2000-11-22,Drama; Mystery; Sci-Fi; ,7.3,PG-13,1h 46min
Vertigo,1958-05-22,Mystery; Romance; Thriller; ,8.3,PG,2h 8min
The Lives of Others,2007-03-30,Drama; Mystery; Thriller; ,8.4,R,2h 17min
Cloud Atlas,2012-10-26,Action; Drama; Mystery; ,7.4,R,2h 52min
The Game,1997-09-12,Drama; Mystery; Thriller; ,7.8,R,2h 9min
Super 8,2011-06-10,Mystery; Sci-Fi; Thriller; ,7.0,PG-13,1h 52min
Signs,2002-08-02,Drama; Mystery; Sci-Fi; ,6.7,PG-13,1h 46min
Inside Man,2006-03-24,Crime; Drama; Mystery; ,7.6,R,2h 9min
The Others,2001-08-10,Horror; Mystery; Thriller; ,7.6,PG-13,1h 44min
Moon,2009-07-10,Drama; Mystery; Sci-Fi; ,7.9,R,1h 37min
Sleepy Hollow,1999-11-19,Fantasy; Horror; Mystery; ,7.3,R,1h 45min
The Devil's Advocate,1997-10-17,Drama; Mystery; Thriller; ,7.5,R,2h 24min
Mulholland Drive,2001-10-19,Drama; Mystery; Thriller; ,8.0,R,2h 27min
National Treasure,2004-11-19,Action; Adventure; Mystery; ,6.9,PG,2h 11min
Eyes Wide Shut,1999-07-16,Drama; Mystery; Thriller; ,7.4,R,2h 39min
Salt,2010-07-23,Action; Mystery; Thriller; ,6.4,PG-13,1h 40min
North by Northwest,1959-09-26,Adventure; Mystery; Thriller; ,8.3,Approved,2h 16min
Chinatown,1974-06-20,Drama; Mystery; Thriller; ,8.2,R,2h 10min
10 Cloverfield Lane,2016-03-11,Drama; Horror; Mystery; ,7.2,PG-13,1h 43min
Scream,1996-12-20,Horror; Mystery; ,7.2,R,1h 51min
Insidious,2011-04-01,Horror; Mystery; Thriller; ,6.8,PG-13,1h 43min
Insomnia,2002-05-24,Drama; Mystery; Thriller; ,7.2,R,1h 58min
Angels & Demons,2009-05-15,Action; Mystery; Thriller; ,6.7,PG-13,2h 18min
Contact,1997-07-11,Drama; Mystery; Sci-Fi; ,7.4,PG,2h 30min
Non-Stop,2014-02-28,Action; Mystery; Thriller; ,6.9,PG-13,1h 46min
Gone Baby Gone,2007-10-19,Crime; Drama; Mystery; ,7.6,R,1h 54min
Unknown,2011-02-18,Action; Mystery; Thriller; ,6.8,PG-13,1h 53min
Vanilla Sky,2001-12-14,Fantasy; Mystery; Romance; ,6.9,R,2h 16min
Atonement,2008-01-11,Drama; Mystery; Romance; ,7.8,R,2h 3min
The Village,2004-07-30,Drama; Mystery; Thriller; ,6.5,PG-13,1h 48min
Saw II,2005-10-28,Horror; Mystery; ,6.6,R,1h 33min
The Blair Witch Project,1999-07-30,Horror; Mystery; ,6.5,R,1h 21min
The Fountain,2006-11-22,Drama; Mystery; Romance; ,7.2,PG-13,1h 37min
Identity,2003-04-25,Mystery; Thriller; ,7.3,R,1h 30min
Knowing,2009-03-20,Action; Drama; Mystery; ,6.2,PG-13,2h 1min
Paranormal Activity,2009-10-16,Horror; Mystery; Thriller; ,6.3,R,1h 26min
Disturbia,2007-04-13,Crime; Drama; Mystery; ,6.8,PG-13,1h 45min
The Conjuring 2,2016-06-10,Horror; Mystery; Thriller; ,7.3,R,2h 14min
Hereditary,2018-06-08,Drama; Horror; Mystery; ,7.3,R,2h 7min
National Treasure: Book of Secrets,2007-12-21,Action; Adventure; Mystery; ,6.5,PG,2h 4min
The Girl with the Dragon Tattoo,2010-04-30,Crime; Drama; Mystery; ,7.8,R,2h 32min
Cube,1998-07-11,Drama; Mystery; Sci-Fi; ,7.2,R,1h 30min
Us,2019-03-22,Horror; Mystery; Thriller; ,6.9,R,1h 56min
It Follows,2015-03-13,Horror; Mystery; Thriller; ,6.8,R,1h 40min
Murder on the Orient Express,2017-11-10,Crime; Drama; Mystery; ,6.5,PG-13,1h 54min
Wind River,2017-08-18,Crime; Drama; Mystery; ,7.7,R,1h 47min
The Happening,2008-06-13,Drama; Mystery; Sci-Fi; ,5.0,R,1h 31min
The Number 23,2007-02-23,Crime; Mystery; Thriller; ,6.4,R,1h 38min
The Secret in Their Eyes,2010-05-21,Drama; Mystery; Romance; ,8.2,R,2h 9min
Orphan,2009-07-24,Horror; Mystery; Thriller; ,6.9,R,2h 3min
Dark City,1998-02-27,Mystery; Sci-Fi; Thriller; ,7.6,R,1h 40min
Tinker Tailor Soldier Spy,2012-01-06,Drama; Mystery; Thriller; ,7.1,R,2h 2min
Forrest Gump,1994-07-06,Romance; ,8.8,PG-13,2h 22min
Titanic,1997-12-19,Romance; ,7.8,PG-13,3h 14min
Eternal Sunshine of the Spotless Mind,2004-03-19,Romance; ,8.3,R,1h 48min
Good Will Hunting,1998-01-09,Romance; ,8.3,R,2h 6min
Slumdog Millionaire,2008-12-25,Romance; ,8.0,R,2h
The Curious Case of Benjamin Button,2008-12-25,Romance; ,7.8,PG-13,2h 46min
Her,2014-01-10,Romance; ,8.0,R,2h 6min
Cast Away,2000-12-22,Romance; ,7.8,PG-13,2h 23min
Casablanca,1943-01-23,Romance; ,8.5,PG,1h 42min
The Notebook,2004-06-25,Romance; ,7.8,PG-13,2h 3min
The Great Gatsby,2013-05-10,Romance; ,7.2,PG-13,2h 23min
The Perks of Being a Wallflower,2012-10-12,Romance; ,8.0,PG-13,1h 43min
Edward Scissorhands,1990-12-14,Romance; ,7.9,PG-13,1h 45min
Twilight,2008-11-21,Romance; ,5.2,PG-13,2h 2min
The Theory of Everything,2014-11-26,Romance; ,7.7,PG-13,2h 3min
Vertigo,1958-05-22,Romance; ,8.3,PG,2h 8min
Passengers,2016-12-21,Romance; ,7.0,PG-13,1h 56min
The Fault in Our Stars,2014-06-06,Romance; ,7.7,PG-13,2h 6min
50 First Dates,2004-02-13,Comedy; Romance; ,6.8,PG-13,1h 39min
Brokeback Mountain,2006-01-13,Romance; ,7.7,R,2h 14min
A Star Is Born,2018-10-05,Romance; ,7.7,R,2h 16min
Up in the Air,2009-12-23,Comedy; Romance; ,7.4,R,1h 49min
50_50,2011-09-30,Comedy; Romance; ,7.6,R,1h 40min
Moonrise Kingdom,2012-06-29,Comedy; Romance; ,7.8,PG-13,1h 34min
Meet the Parents,2000-10-06,Comedy; Romance; ,7.0,PG-13,1h 48min
Fifty Shades of Grey,2015-02-13,Romance; ,4.1,R,2h 5min
Hitch,2005-02-11,Comedy; Romance; ,6.6,PG-13,1h 58min
10 Things I Hate About You,1999-03-31,Comedy; Romance; ,7.3,PG-13,1h 37min
The Proposal,2009-06-19,Comedy; Romance; ,6.7,PG-13,1h 48min
There's Something About Mary,1998-07-15,Comedy; Romance; ,7.1,R,1h 59min
Gone with the Wind,1940-01-17,Romance; ,8.1,Passed,3h 58min
Pretty Woman,1990-03-23,Comedy; Romance; ,7.0,R,1h 59min
Pitch Perfect,2012-10-05,Comedy; Romance; ,7.2,PG-13,1h 52min
As Good as It Gets,1997-12-25,Comedy; Romance; ,7.7,PG-13,2h 19min
Notting Hill,1999-05-28,Comedy; Romance; ,7.1,PG-13,2h 4min
Moulin Rouge!,2001-06-01,Romance; ,7.6,PG-13,2h 7min
Bridesmaids,2011-05-13,Comedy; Romance; ,6.8,R,2h 5min
Before Sunrise,1995-01-27,Romance; ,8.1,R,1h 41min
Forgetting Sarah Marshall,2008-04-18,Comedy; Romance; ,7.1,R,1h 51min
The Graduate,1967-12-21,Comedy; Romance; ,8.0,PG,1h 46min
Meet the Fockers,2004-12-22,Comedy; Romance; ,6.3,PG-13,1h 55min
Annie Hall,1977-04-20,Comedy; Romance; ,8.0,PG,1h 33min
Pride & Prejudice,2005-11-23,Romance; ,7.8,PG,2h 9min
Vanilla Sky,2001-12-14,Romance; ,6.9,R,2h 16min
Atonement,2008-01-11,Romance; ,7.8,R,2h 3min
The Adjustment Bureau,2011-03-04,Romance; ,7.0,PG-13,1h 46min
Vicky Cristina Barcelona,2008-08-15,Comedy; Romance; ,7.1,PG-13,1h 36min
Some Like It Hot,1959-03-19,Comedy; Romance; ,8.2,Not Rated,2h 1min
Jerry Maguire,1996-12-13,Comedy; Romance; ,7.3,R,2h 19min
The Holiday,2006-12-08,Comedy; Romance; ,6.9,PG-13,2h 16min
Grease,1978-06-16,Romance; ,7.2,PG,1h 50min
The Reader,2009-01-30,Romance; ,7.6,R,2h 4min
Before Sunset,2004-07-30,Romance; ,8.0,R,1h 20min
The Artist,2012-01-20,Comedy; Romance; ,7.9,PG-13,1h 40min
Don Jon,2013-09-27,Comedy; Romance; ,6.5,R,1h 30min
The Fountain,2006-11-22,Romance; ,7.2,PG-13,1h 37min
Marriage Story,2019-12-06,Comedy; Romance; ,8.0,R,2h 17min
Bridget Jones's Diary,2001-04-13,Comedy; Romance; ,6.7,R,1h 37min
The Beach,2000-02-11,Romance; ,6.7,R,1h 59min
Warm Bodies,2013-02-01,Comedy; Romance; ,6.9,PG-13,1h 38min
Just Go with It,2011-02-11,Comedy; Romance; ,6.4,PG-13,1h 57min
Singin' in the Rain,1952-04-11,Comedy; Romance; ,8.3,G,1h 43min
Mr. Nobody,2013-09-26,Romance; ,7.8,R,2h 21min
Meet Joe Black,1998-11-13,Romance; ,7.2,PG-13,2h 58min
Mamma Mia!,2008-07-18,Comedy; Romance; ,6.4,PG-13,1h 48min
No Strings Attached,2011-01-21,Comedy; Romance; ,6.2,R,1h 48min
The Lobster,2015-10-16,Comedy; Romance; ,7.2,R,1h 59min
Romeo + Juliet,1996-11-01,Romance; ,6.7,PG-13,2h
Garden State,2004-08-20,Comedy; Romance; ,7.4,R,1h 42min
How to Lose a Guy in 10 Days,2003-02-07,Comedy; Romance; ,6.4,PG-13,1h 56min
Match Point,2006-01-20,Romance; ,7.6,R,2h 4min
True Romance,1993-09-10,Romance; ,7.9,R,1h 59min
The Ugly Truth,2009-07-24,Comedy; Romance; ,6.4,R,1h 36min
Closer,2004-12-03,Romance; ,7.2,R,1h 44min
The Girl Next Door,2004-04-09,Comedy; Romance; ,6.7,R,1h 49min
Me Before You,2016-06-03,Romance; ,7.4,PG-13,1h 46min
P.S. I Love You,2007-12-21,Comedy; Romance; ,7.0,PG-13,2h 6min
Call Me by Your Name,2018-01-19,Romance; ,7.9,R,2h 12min
A Walk to Remember,2002-01-25,Romance; ,7.4,PG,1h 41min
Dirty Dancing,1987-08-21,Romance; ,7.0,PG-13,1h 40min
"I Love You, Man",2009-03-20,Comedy; Romance; ,7.0,R,1h 45min
Ghost,1990-07-13,Romance; ,7.0,PG-13,2h 7min
Revolutionary Road,2009-01-23,Romance; ,7.3,R,1h 59min
When Harry Met Sally...,1989-07-21,Comedy; Romance; ,7.6,R,1h 35min
Bad Teacher,2011-06-24,Comedy; Romance; ,5.6,R,1h 32min
Inception,2010-07-16,Action; Adventure; Sci-Fi; ,8.8,PG-13,2h 28min
The Matrix,1999-03-31,Action; Sci-Fi; ,8.7,R,2h 16min
Interstellar,2014-11-07,Adventure; Drama; Sci-Fi; ,8.6,PG-13,2h 49min
The Avengers,2012-05-04,Action; Adventure; Sci-Fi; ,8.0,PG-13,2h 23min
Back to the Future,1985-07-03,Adventure; Comedy; Sci-Fi; ,8.5,PG,1h 56min
V for Vendetta,2006-03-17,Action; Drama; Sci-Fi; ,8.2,R,2h 12min
Terminator 2: Judgment Day,1991-07-03,Action; Sci-Fi; ,8.5,R,2h 17min
Iron Man,2008-05-02,Action; Adventure; Sci-Fi; ,7.9,PG-13,2h 6min
The Truman Show,1998-06-05,Comedy; Drama; Sci-Fi; ,8.1,PG,1h 43min
Eternal Sunshine of the Spotless Mind,2004-03-19,Drama; Romance; Sci-Fi; ,8.3,R,1h 48min
Mad Max: Fury Road,2015-05-15,Action; Adventure; Sci-Fi; ,8.1,R,2h
Star Wars: Episode VII - The Force Awakens,2015-12-18,Action; Adventure; Sci-Fi; ,7.9,PG-13,2h 18min
Jurassic Park,1993-06-11,Action; Adventure; Sci-Fi; ,8.1,PG-13,2h 7min
The Hunger Games,2012-03-23,Action; Adventure; Sci-Fi; ,7.2,PG-13,2h 22min
Avengers: Infinity War,2018-04-27,Action; Adventure; Sci-Fi; ,8.4,PG-13,2h 29min
The Terminator,1984-10-26,Action; Sci-Fi; ,8.0,R,1h 47min
Alien,1979-06-22,Horror; Sci-Fi; ,8.4,R,1h 57min
Gravity,2013-10-04,Drama; Sci-Fi; Thriller; ,7.7,PG-13,1h 31min
Iron Man 3,2013-05-03,Action; Adventure; Sci-Fi; ,7.2,PG-13,2h 10min
A Clockwork Orange,1972-02-02,Crime; Drama; Sci-Fi; ,8.3,R,2h 16min
The Martian,2015-10-02,Adventure; Drama; Sci-Fi; ,8.0,PG-13,2h 24min
Avengers: Age of Ultron,2015-05-01,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 21min
Captain America: The Winter Soldier,2014-04-04,Action; Adventure; Sci-Fi; ,7.7,PG-13,2h 16min
Iron Man 2,2010-05-07,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 4min
Man of Steel,2013-06-14,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 23min
Blade Runner,1982-06-25,Action; Sci-Fi; Thriller; ,8.1,R,1h 57min
Spider-Man,2002-05-03,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 1min
X-Men: Days of Future Past,2014-05-23,Action; Adventure; Sci-Fi; ,8.0,PG-13,2h 12min
Captain America: Civil War,2016-05-06,Action; Adventure; Sci-Fi; ,7.8,PG-13,2h 27min
Aliens,1986-07-18,Action; Adventure; Sci-Fi; ,8.3,R,2h 17min
X-Men: First Class,2011-06-03,Action; Adventure; Sci-Fi; ,7.7,PG-13,2h 11min
District 9,2009-08-14,Action; Sci-Fi; Thriller; ,7.9,R,1h 52min
Logan,2017-03-03,Action; Drama; Sci-Fi; ,8.1,R,2h 17min
Batman v Superman: Dawn of Justice,2016-03-25,Action; Adventure; Sci-Fi; ,6.4,PG-13,2h 31min
Black Panther,2018-02-16,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 14min
Transformers,2007-07-03,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 24min
2001: A Space Odyssey,1968-05-12,Adventure; Sci-Fi; ,8.3,G,2h 29min
Edge of Tomorrow,2014-06-06,Action; Adventure; Sci-Fi; ,7.9,PG-13,1h 53min
Star Trek,2009-05-08,Action; Adventure; Sci-Fi; ,7.9,PG-13,2h 7min
Arrival,2016-11-11,Drama; Mystery; Sci-Fi; ,7.9,PG-13,1h 56min
Jurassic World,2015-06-12,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 4min
X-Men,2000-07-14,Action; Adventure; Sci-Fi; ,7.4,PG-13,1h 44min
Rogue One: A Star Wars Story,2016-12-16,Action; Adventure; Sci-Fi; ,7.8,PG-13,2h 13min
Spider-Man 2,2004-06-30,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 7min
Looper,2012-09-28,Action; Drama; Sci-Fi; ,7.4,R,1h 53min
Her,2014-01-10,Drama; Romance; Sci-Fi; ,8.0,R,2h 6min
Independence Day,1996-07-03,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 25min
Limitless,2011-03-18,Sci-Fi; Thriller; ,7.4,PG-13,1h 45min
The Matrix Reloaded,2003-05-15,Action; Sci-Fi; ,7.2,R,2h 18min
X2: X-Men United,2003-05-02,Action; Sci-Fi; Thriller; ,7.4,PG-13,2h 14min
Spider-Man: Homecoming,2017-07-07,Action; Adventure; Sci-Fi; ,7.4,PG-13,2h 13min
Rise of the Planet of the Apes,2011-08-05,Action; Drama; Sci-Fi; ,7.6,PG-13,1h 45min
"I, Robot",2004-07-16,Action; Drama; Sci-Fi; ,7.1,PG-13,1h 55min
Spider-Man 3,2007-05-04,Action; Adventure; Sci-Fi; ,6.2,PG-13,2h 19min
Oblivion,2013-04-19,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 4min
X-Men: The Last Stand,2006-05-26,Action; Adventure; Sci-Fi; ,6.7,PG-13,1h 44min
Back to the Future Part II,1989-11-22,Adventure; Comedy; Sci-Fi; ,7.8,PG,1h 48min
Pacific Rim,2013-07-12,Action; Adventure; Sci-Fi; ,6.9,PG-13,2h 11min
X-Men Origins: Wolverine,2009-05-01,Action; Adventure; Sci-Fi; ,6.6,PG-13,1h 47min
Star Trek Into Darkness,2013-05-16,Action; Adventure; Sci-Fi; ,7.7,PG-13,2h 12min
Children of Men,2007-01-05,Drama; Sci-Fi; Thriller; ,7.9,R,1h 49min
The Butterfly Effect,2004-01-23,Drama; Sci-Fi; Thriller; ,7.6,R,1h 53min
The Matrix Revolutions,2003-11-05,Action; Sci-Fi; ,6.8,R,2h 9min
Lucy,2014-07-25,Action; Sci-Fi; Thriller; ,6.4,R,1h 29min
The Incredible Hulk,2008-06-13,Action; Adventure; Sci-Fi; ,6.7,PG-13,1h 52min
The Fifth Element,1997-05-09,Action; Adventure; Sci-Fi; ,7.7,PG-13,2h 6min
The Wolverine,2013-07-26,Action; Adventure; Sci-Fi; ,6.7,PG-13,2h 6min
Captain Marvel,2019-03-08,Action; Adventure; Sci-Fi; ,6.9,PG-13,2h 3min
Elysium,2013-08-09,Action; Drama; Sci-Fi; ,6.6,R,1h 49min
The Amazing Spider-Man 2,2014-05-02,Action; Adventure; Sci-Fi; ,6.6,PG-13,2h 22min
War of the Worlds,2005-06-29,Adventure; Sci-Fi; Thriller; ,6.5,PG-13,1h 56min
The Day After Tomorrow,2004-05-28,Action; Adventure; Sci-Fi; ,6.4,PG-13,2h 4min
The Hunger Games: Mockingjay - Part 1,2014-11-21,Action; Adventure; Sci-Fi; ,6.6,PG-13,2h 3min
Back to the Future Part III,1990-05-25,Adventure; Comedy; Sci-Fi; ,7.4,PG,1h 58min
Armageddon,1998-07-01,Action; Adventure; Sci-Fi; ,6.7,PG-13,2h 31min
A Quiet Place,2018-04-06,Drama; Horror; Sci-Fi; ,7.5,PG-13,1h 30min
X-Men: Apocalypse,2016-05-27,Action; Adventure; Sci-Fi; ,6.9,PG-13,2h 24min
Transformers: Dark of the Moon,2011-06-29,Action; Adventure; Sci-Fi; ,6.2,PG-13,2h 34min
Transformers: Revenge of the Fallen,2009-06-24,Action; Adventure; Sci-Fi; ,6.0,PG-13,2h 29min
Terminator 3: Rise of the Machines,2003-07-02,Action; Sci-Fi; ,6.3,R,1h 49min
Godzilla,2014-05-16,Action; Adventure; Sci-Fi; ,6.4,PG-13,2h 3min
The Lost World: Jurassic Park,1997-05-23,Action; Adventure; Sci-Fi; ,6.6,PG-13,2h 9min
Predator,1987-06-12,Action; Adventure; Sci-Fi; ,7.8,R,1h 47min
In Time,2011-10-28,Action; Sci-Fi; Thriller; ,6.7,PG-13,1h 49min
E.T. the Extra-Terrestrial,1982-06-11,Sci-Fi; ,7.8,PG,1h 55min
The Thing,1982-06-25,Horror; Mystery; Sci-Fi; ,8.1,R,1h 49min
Ready Player One,2018-03-29,Action; Adventure; Sci-Fi; ,7.5,PG-13,2h 20min
2012,2009-11-13,Action; Adventure; Sci-Fi; ,5.8,PG-13,2h 38min
Face_Off,1997-06-27,Action; Crime; Sci-Fi; ,7.3,R,2h 18min
Terminator Salvation,2009-05-21,Action; Adventure; Sci-Fi; ,6.5,PG-13,1h 55min
The Big Lebowski,1998-03-06,Comedy; Crime; Sport; ,8.1,R,1h 57min
Million Dollar Baby,2005-01-28,Drama; Sport; ,8.1,PG-13,2h 12min
Rocky,1976-12-03,Drama; Sport; ,8.1,PG,2h
Warrior,2011-09-09,Action; Drama; Sport; ,8.2,PG-13,2h 20min
Rush,2013-09-27,Biography; Drama; Sport; ,8.1,R,2h 3min
Moneyball,2011-09-23,Biography; Drama; Sport; ,7.6,PG-13,2h 13min
The Fighter,2010-12-17,Biography; Drama; Sport; ,7.8,R,1h 56min
Raging Bull,1980-12-19,Biography; Drama; Sport; ,8.2,R,2h 9min
The Wrestler,2009-01-30,Drama; Sport; ,7.9,R,1h 49min
The Blind Side,2009-11-20,Biography; Drama; Sport; ,7.6,PG-13,2h 9min
Creed,2015-11-25,Drama; Sport; ,7.6,PG-13,2h 13min
Dodgeball,2004-06-18,Comedy; Sport; ,6.7,PG-13,1h 32min
Southpaw,2015-07-24,Drama; Sport; ,7.4,R,2h 4min
Remember the Titans,2000-09-29,Biography; Drama; Sport; ,7.8,PG,1h 53min
Happy Gilmore,1996-02-16,Comedy; Sport; ,7.0,PG-13,1h 32min
Rocky II,1979-06-15,Drama; Sport; ,7.3,PG,1h 59min
Rocky IV,1985-11-27,Drama; Sport; ,6.9,PG,1h 31min
Rocky III,1982-05-28,Drama; Sport; ,6.8,PG,1h 39min
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,Comedy; Sport; ,6.6,PG-13,1h 48min
The Longest Yard,2005-05-27,Comedy; Crime; Sport; ,6.4,PG-13,1h 53min
Blades of Glory,2007-03-30,Comedy; Sport; ,6.3,PG-13,1h 33min
The Waterboy,1998-11-06,Comedy; Sport; ,6.1,PG-13,1h 30min
She's the Man,2006-03-17,Comedy; Romance; Sport; ,6.3,PG-13,1h 45min
Unbroken,2014-12-25,Biography; Drama; Sport; ,7.2,PG-13,2h 17min
Green Street Hooligans,2005-09-09,Crime; Drama; Sport; ,7.5,R,1h 49min
Foxcatcher,2015-01-16,Biography; Drama; Sport; ,7.0,R,2h 14min
Rocky V,1990-11-16,Drama; Sport; ,5.3,PG-13,1h 44min
Coach Carter,2005-01-14,Biography; Drama; Sport; ,7.3,PG-13,2h 16min
Any Given Sunday,1999-12-22,Drama; Sport; ,6.9,R,2h 42min
Caddyshack,1980-07-25,Comedy; Sport; ,7.3,R,1h 38min
Creed II,2018-11-21,Drama; Sport; ,7.1,PG-13,2h 10min
Never Back Down,2008-03-14,Action; Drama; Sport; ,6.6,PG-13,1h 53min
Ali,2001-12-25,Biography; Drama; Sport; ,6.8,R,2h 37min
The Hurricane,2000-01-14,Biography; Drama; Sport; ,7.6,R,2h 26min
Bring It On,2000-08-25,Comedy; Romance; Sport; ,6.0,PG-13,1h 38min
Here Comes the Boom,2012-10-12,Action; Comedy; Sport; ,6.4,PG,1h 45min
Concussion,2015-12-25,Biography; Drama; Sport; ,7.1,PG-13,2h 3min
Goon,2012-02-24,Comedy; Drama; Sport; ,6.8,R,1h 32min
42,2013-04-12,Biography; Drama; Sport; ,7.5,PG-13,2h 8min
Nacho Libre,2006-06-16,Comedy; Sport; ,5.7,PG,1h 32min
Semi-Pro,2008-02-29,Comedy; Sport; ,5.8,R,1h 31min
Days of Thunder,1990-06-27,Action; Drama; Sport; ,6.0,PG-13,1h 47min
Kingpin,1996-07-26,Comedy; Sport; ,6.9,PG-13,1h 54min
Hot Rod,2007-08-03,Comedy; Sport; ,6.7,PG-13,1h 28min
The Hustler,1961-09-25,Drama; Sport; ,8.0,Not Rated,2h 14min
